Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Civilingenjar i datateknik;LIU50100;5145199799;Kahlil Rundle;11.53;Ingenjaren, tekniken och samhallet;TGTU17;4;0;U
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Signalteori A;TSDT06;3;0;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Elektromagnetism;TFFY75;3;1;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Matteknik, 2;TFMT13;5;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Databasteknik;TDDB48;5;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Envariabelanalys 2;TATA42;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Matematisk statistik;TAMS27;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Linjar algebra, 5;TATA24;5;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Halvledarteknik;TFFY34;3;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Matematiska utblickar;TATM87;1;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Engelska;THEN18;4;0;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Industriell ekonomi;TDEI04;4;1;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Medicin och teknik;TBME01;2;1;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Imperativ programmering och Ada;TDDC68;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Anatomi och fysiologi;TBME02;3;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Logik;TDDC36;4;1;VG
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Funktionell programmering och Lisp, 5;TDDC67;5;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Mekanik;TFYY68;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Industrikunskap;TGTU50;1;0;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Processprogrammering och operativsystem;TDDB68;4;1;G
Civilingenjar i datateknik;LIU50100;3363092910;Fair Takashima;20.00;Ingenjaren, tekniken och samhallet;TGTU17;4;0;VG
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Engelska;THEN18;4;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Digital konstruktion, 4;TSEA42;5;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Bilder och grafik A;TSBB65;4;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Imperativ programmering och Ada;TDDC68;4;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Grundlaggande och diskret matematik, del 2;TATAx2;4;1;G
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Konstruktion av digitala system A;TSTE70;5;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Numeriska algoritmer, 3;TANA47;5;1;G
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Matematisk statistik;TAMS27;4;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Modern fysik, 2;TFYY93;5;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Forskning vid LiTH;TGTU55;1;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Mekanik;TFYY68;4;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Matteknik;TFMT12;2;1;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Signaler och system med transformer, del 1;TSDT13;4;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Elektronik;TSTE58;4;0;VG
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Analog konstruktion A;TSTE30;5;0;U
Civilingenjar i datateknik;LIU50100;1897752803;Tiebold Lefevre;11.81;Datorsystem och programmering, 2;TDDC66;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Signalteori A;TSDT06;3;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Objektorienterad programmering och Java;TDDC69;4;1;VG
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Bilder och grafik A;TSBB65;4;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Matteknik, 2;TFMT13;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Konstruktion av digitala system A;TSTE70;5;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Informationssakning;TGTU60;1;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Databasteknik;TDDB48;5;1;G
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Envariabelanalys 2;TATA42;4;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Matematisk statistik;TAMS27;4;1;G
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Formella sprak och automatateori, 3;TDDA89;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Digital styrning A;TSRT27;3;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Digital konstruktion, 4;TSEA42;5;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Industriell ekonomi;TDEI04;4;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Imperativ programmering och Ada;TDDC68;4;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Anatomi och fysiologi;TBME02;3;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Programutvecklingsmetodik teori;TDDC01;3;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Envariabelanalys 1;TATA41;4;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Modern fysik, 2;TFYY93;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Funktionell programmering och Lisp, 5;TDDC67;5;1;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Forskning vid LiTH;TGTU55;1;0;U
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Mekanik;TFYY68;4;1;VG
Civilingenjar i datateknik;LIU50100;3399440481;Max Farant;11.20;Processprogrammering och operativsystem;TDDB68;4;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Introduktionskurs i Matlab, 1;TSRT04;5;0;G
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Matteknik, 2;TFMT13;5;1;VG
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Elektromagnetism;TFFY75;3;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Informationssakning;TGTU60;1;0;VG
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Halvledarteknik;TFFY34;3;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Matematiska utblickar;TATA40;1;1;G
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Matematiska utblickar;TATM87;1;1;VG
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Digital styrning A;TSRT27;3;0;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Engelska;THEN18;4;0;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Industriell ekonomi;TDEI04;4;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Medicin och teknik;TBME01;2;1;G
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Imperativ programmering och Ada;TDDC68;4;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Anatomi och fysiologi;TBME02;3;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Programutvecklingsmetodik teori;TDDC01;3;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Digitalteknik;TSEA22;4;0;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Reglerteknik;TSRT12;4;0;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Processprogrammering och operativsystem;TDDB68;4;1;U
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Elektronik;TSTE58;4;0;VG
Civilingenjar i datateknik;LIU50100;6377679381;Benji Amiot;12.12;Ingenjaren, tekniken och samhallet;TGTU17;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Modellbygge och simulering A;TSRT62;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Imperativ programmering och Ada;TDDC68;4;1;G
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Bilder och grafik A;TSBB65;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Medicin och teknik;TBME01;2;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Anatomi och fysiologi;TBME02;3;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;VG
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;G
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Envariabelanalys 1;TATA41;4;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Funktionell programmering och Lisp, 5;TDDC67;5;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Datasakerhet;TSIT02;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Digitalteknik;TSEA22;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Processprogrammering och operativsystem;TDDB68;4;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Formella sprak och automatateori, 3;TDDA89;5;1;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Elektronik;TSTE58;4;0;U
Civilingenjar i datateknik;LIU50100;1094179486;Cassie Bergquist;12.77;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Digital styrning A;TSRT27;3;0;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Digital konstruktion, 4;TSEA42;5;0;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Engelska;THEN18;4;0;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Telekommunikation A;TSDT45;4;0;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Anvandbarhetsorienterad systemutveckling;TDDC13;5;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Medicin och teknik;TBME01;2;1;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Elektromagnetism;TFFY75;3;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Logik;TDDC36;4;1;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Konstruktion av digitala system A;TSTE70;5;0;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Envariabelanalys 2;TATA42;4;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Funktionell programmering och Lisp, 5;TDDC67;5;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Matteknik;TFMT12;2;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Matematiska utblickar;TATA40;1;1;VG
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Digitalteknik;TSEA22;4;0;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Matematiska utblickar;TATM87;1;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Reglerteknik;TSRT12;4;0;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Processprogrammering och operativsystem;TDDB68;4;1;G
Civilingenjar i datateknik;LIU50100;1298799275;Cobbie Volz;18.50;Analog konstruktion A;TSTE30;5;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Digital styrning A;TSRT27;3;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Introduktionskurs i Matlab, 1;TSRT04;5;0;U
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;U
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;U
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Objektorienterad programmering och Java;TDDC69;4;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Industriell ekonomi;TDEI04;4;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;VG
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Konstruktion med mikrodatorer, projektkurs, 5;TSEA29;5;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Informationssakning;TGTU60;1;0;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Databasteknik;TDDB48;5;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Numeriska algoritmer, 3;TANA47;5;1;VG
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Envariabelanalys 2;TATA42;4;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Grundlaggande och diskret matematik, del 1;TATAx1;4;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Envariabelanalys 1;TATA41;4;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Funktionell programmering och Lisp, 5;TDDC67;5;1;G
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Datastrukturer och algoritmer;TDDC70;4;1;U
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Matteknik;TFMT12;2;1;VG
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Reglerteknik;TSRT12;4;0;U
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Datorsystem och programmering, 2;TDDC66;5;1;VG
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Ingenjaren, tekniken och samhallet;TGTU17;4;0;VG
Civilingenjar i datateknik;LIU50100;6675684533;Lemmy Freiwald;16.28;Elektronik;TSTE58;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Digital styrning A;TSRT27;3;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Engelska;THEN18;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Signalteori A;TSDT06;3;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Datavetenskapliga och matematiska metoder i bioinformatik A;TDDC12;5;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Modellbygge och simulering A;TSRT62;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Objektorienterad programmering och Java;TDDC69;4;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Industriell ekonomi;TDEI04;4;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Datorteknik;TSEA20;5;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Anatomi och fysiologi;TBME02;3;1;VG
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Databasteknik;TDDB48;5;1;VG
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Envariabelanalys 2;TATA42;4;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Numeriska algoritmer, 3;TANA47;5;1;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Forskning vid LiTH;TGTU55;1;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Datasakerhet;TSIT02;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Signaler och system med transformer, del 1;TSDT13;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Digitalteknik;TSEA22;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Reglerteknik;TSRT12;4;0;G
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Formella sprak och automatateori, 3;TDDA89;5;1;VG
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Elektronik;TSTE58;4;0;VG
Civilingenjar i datateknik;LIU50100;4215313812;Huntley Paunins;20.00;Ingenjaren, tekniken och samhallet;TGTU17;4;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Introduktionskurs i Matlab, 1;TSRT04;5;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Multidimensionell signalanalys A;TSBB06;4;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Engelska;THEN18;4;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Digital konstruktion, 4;TSEA42;5;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Modellbygge och simulering A;TSRT62;4;0;VG
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Tekniska farutsattningar och anvandarkrav;TGTU09;6;0;VG
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Anatomi och fysiologi;TBME02;3;1;VG
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Perspektiv pa datateknik/datavetenskap;TDDC10;4;1;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Konstruktion av digitala system A;TSTE70;5;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Matematisk statistik;TAMS27;4;1;VG
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Modern fysik, 2;TFYY93;5;1;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Forskning vid LiTH;TGTU55;1;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Datasakerhet;TSIT02;4;0;G
Civilingenjar i datateknik;LIU50100;2614400030;Gonzales Balascak;17.07;Matematiska utblickar;TATA40;1;1;G
